State,County,Scenario,Value
Nebraska,Dundy,Conservative,1
Missouri,Dunklin,Conservative,1
North Dakota,Dunn,Conservative,1
Wisconsin,Dunn,Conservative,1
North Carolina,Duplin,Conservative,1
North Carolina,Durham,Conservative,1
New York,Dutchess,Conservative,1
Florida,Duval,Conservative,1
Texas,Duval,Conservative,1
Tennessee,Dyer,Conservative,1
Colorado,Eagle,Conservative,1
Georgia,Early,Conservative,1
Louisiana,East Baton Rouge,Conservative,1
Louisiana,East Carroll,Conservative,1
Louisiana,East Feliciana,Conservative,1
Texas,Eastland,Conservative,1
Michigan,Eaton,Conservative,1
Wisconsin,Eau Claire,Conservative,1
Georgia,Echols,Conservative,1
Texas,Ector,Conservative,1
North Dakota,Eddy,Conservative,1
New Mexico,Eddy,Conservative,1
Illinois,Edgar,Conservative,1
North Carolina,Edgecombe,Conservative,1
South Carolina,Edgefield,Conservative,1
Kentucky,Edmonson,Conservative,1
South Dakota,Edmunds,Conservative,1
Illinois,Edwards,Conservative,1
Kansas,Edwards,Conservative,1
Texas,Edwards,Conservative,1
Georgia,Effingham,Conservative,1
Illinois,Effingham,Conservative,1
California,El Dorado,Conservative,1
Colorado,El Paso,Conservative,1
Texas,El Paso,Conservative,1
Colorado,Elbert,Conservative,1
Georgia,Elbert,Conservative,1
Kansas,Elk,Conservative,1
Pennsylvania,Elk,Conservative,1
Indiana,Elkhart,Conservative,1
Nevada,Elko,Conservative,1
Kentucky,Elliott,Conservative,1
Kansas,Ellis,Conservative,1
Oklahoma,Ellis,Conservative,1
Texas,Ellis,Conservative,1
Kansas,Ellsworth,Conservative,1
Alabama,Elmore,Conservative,1
Idaho,Elmore,Conservative,1
Georgia,Emanuel,Conservative,1
Utah,Emery,Conservative,1
Iowa,Emmet,Conservative,1
Michigan,Emmet,Conservative,1
North Dakota,Emmons,Conservative,1
Texas,Erath,Conservative,1
New York,Erie,Conservative,1
Ohio,Erie,Conservative,1
Pennsylvania,Erie,Conservative,1
Alabama,Escambia,Conservative,1
Florida,Escambia,Conservative,1
Nevada,Esmeralda,Conservative,1
Massachusetts,Essex,Conservative,1
New Jersey,Essex,Conservative,1
New York,Essex,Conservative,1
Virginia,Essex,Conservative,1
Vermont,Essex,Conservative,1
Kentucky,Estill,Conservative,1
Alabama,Etowah,Conservative,1
Nevada,Eureka,Conservative,1
Louisiana,Evangeline,Conservative,1
Georgia,Evans,Conservative,1
Virginia,Fairfax,Conservative,1
Connecticut,Fairfield,Conservative,1
Ohio,Fairfield,Conservative,1
South Carolina,Fairfield,Conservative,1
South Dakota,Fall River,Conservative,1
Montana,Fallon,Conservative,1
Texas,Falls,Conservative,1
Georgia,Fannin,Conservative,1
Texas,Fannin,Conservative,1
Minnesota,Faribault,Conservative,1
South Dakota,Faulk,Conservative,1
Arkansas,Faulkner,Conservative,1
Virginia,Fauquier,Conservative,1
Alabama,Fayette,Conservative,1
Georgia,Fayette,Conservative,1
Iowa,Fayette,Conservative,1
Illinois,Fayette,Conservative,1
Indiana,Fayette,Conservative,1
Kentucky,Fayette,Conservative,1
Ohio,Fayette,Conservative,1
Pennsylvania,Fayette,Conservative,1
Tennessee,Fayette,Conservative,1
Texas,Fayette,Conservative,1
West Virginia,Fayette,Conservative,1
Tennessee,Fentress,Conservative,1
Montana,Fergus,Conservative,1
Washington,Ferry,Conservative,1
Minnesota,Fillmore,Conservative,1
Nebraska,Fillmore,Conservative,1
Kansas,Finney,Conservative,1
Texas,Fisher,Conservative,1
Florida,Flagler,Conservative,1
Montana,Flathead,Conservative,1
Kentucky,Fleming,Conservative,1
South Carolina,Florence,Conservative,1
Wisconsin,Florence,Conservative,1
Georgia,Floyd,Conservative,1
Iowa,Floyd,Conservative,1
Indiana,Floyd,Conservative,1
Kentucky,Floyd,Conservative,1
Texas,Floyd,Conservative,1
Virginia,Floyd,Conservative,1
Virginia,Fluvanna,Conservative,1
Texas,Foard,Conservative,1
Wisconsin,Fond Du Lac,Conservative,1
Illinois,Ford,Conservative,1
Kansas,Ford,Conservative,1
Pennsylvania,Forest,Conservative,1
Wisconsin,Forest,Conservative,1
Mississippi,Forrest,Conservative,1
Georgia,Forsyth,Conservative,1
North Carolina,Forsyth,Conservative,1
Texas,Fort Bend,Conservative,1
North Dakota,Foster,Conservative,1
Indiana,Fountain,Conservative,1
Alabama,Franklin,Conservative,1
Arkansas,Franklin,Conservative,1
Florida,Franklin,Conservative,1
Georgia,Franklin,Conservative,1
Iowa,Franklin,Conservative,1
Idaho,Franklin,Conservative,1
Illinois,Franklin,Conservative,1
Indiana,Franklin,Conservative,1
Kansas,Franklin,Conservative,1
Kentucky,Franklin,Conservative,1
Louisiana,Franklin,Conservative,1
Massachusetts,Franklin,Conservative,1
Maine,Franklin,Conservative,1
Missouri,Franklin,Conservative,1
Mississippi,Franklin,Conservative,1
North Carolina,Franklin,Conservative,1
Nebraska,Franklin,Conservative,1
New York,Franklin,Conservative,1
Ohio,Franklin,Conservative,1
Pennsylvania,Franklin,Conservative,1
Tennessee,Franklin,Conservative,1
Texas,Franklin,Conservative,1
Virginia,Franklin,Conservative,1
Vermont,Franklin,Conservative,1
Washington,Franklin,Conservative,1
Maryland,Frederick,Conservative,1
Virginia,Frederick,Conservative,1
Minnesota,Freeborn,Conservative,1
Texas,Freestone,Conservative,1
Colorado,Fremont,Conservative,1
Iowa,Fremont,Conservative,1
Idaho,Fremont,Conservative,1
Wyoming,Fremont,Conservative,1
California,Fresno,Conservative,1
Texas,Frio,Conservative,1
Nebraska,Frontier,Conservative,1
Arkansas,Fulton,Conservative,1
Georgia,Fulton,Conservative,1
Illinois,Fulton,Conservative,1
Indiana,Fulton,Conservative,1
Kentucky,Fulton,Conservative,1
New York,Fulton,Conservative,1
Ohio,Fulton,Conservative,1
Pennsylvania,Fulton,Conservative,1
Nebraska,Furnas,Conservative,1
Florida,Gadsden,Conservative,1
Nebraska,Gage,Conservative,1
Texas,Gaines,Conservative,1
Illinois,Gallatin,Conservative,1
Kentucky,Gallatin,Conservative,1
Montana,Gallatin,Conservative,1
Ohio,Gallia,Conservative,1
Texas,Galveston,Conservative,1
Nebraska,Garden,Conservative,1
Colorado,Garfield,Conservative,1
Montana,Garfield,Conservative,1
Nebraska,Garfield,Conservative,1
Oklahoma,Garfield,Conservative,1
Utah,Garfield,Conservative,1
Washington,Garfield,Conservative,1
Arkansas,Garland,Conservative,1
Kentucky,Garrard,Conservative,1
Maryland,Garrett,Conservative,1
Oklahoma,Garvin,Conservative,1
Texas,Garza,Conservative,1
Missouri,Gasconade,Conservative,1
North Carolina,Gaston,Conservative,1
North Carolina,Gates,Conservative,1
Kansas,Geary,Conservative,1
Ohio,Geauga,Conservative,1
Idaho,Gem,Conservative,1
Michigan,Genesee,Conservative,1
New York,Genesee,Conservative,1
Alabama,Geneva,Conservative,1
Missouri,Gentry,Conservative,1
Mississippi,George,Conservative,1
South Carolina,Georgetown,Conservative,1
Indiana,Gibson,Conservative,1
Tennessee,Gibson,Conservative,1
Arizona,Gila,Conservative,1
Florida,Gilchrist,Conservative,1
Tennessee,Giles,Conservative,1
Virginia,Giles,Conservative,1
Texas,Gillespie,Conservative,1
Oregon,Gilliam,Conservative,1
Georgia,Gilmer,Conservative,1
West Virginia,Gilmer,Conservative,1
Colorado,Gilpin,Conservative,1
Montana,Glacier,Conservative,1
Florida,Glades,Conservative,1
Michigan,Gladwin,Conservative,1
Georgia,Glascock,Conservative,1
Texas,Glasscock,Conservative,1
California,Glenn,Conservative,1
New Jersey,Gloucester,Conservative,1
Virginia,Gloucester,Conservative,1
Georgia,Glynn,Conservative,1
Michigan,Gogebic,Conservative,1
Montana,Golden Valley,Conservative,1
North Dakota,Golden Valley,Conservative,1
Texas,Goliad,Conservative,1
Texas,Gonzales,Conservative,1
Virginia,Goochland,Conservative,1
Minnesota,Goodhue,Conservative,1
Idaho,Gooding,Conservative,1
Georgia,Gordon,Conservative,1
Wyoming,Goshen,Conservative,1
Nebraska,Gosper,Conservative,1
Kansas,Gove,Conservative,1
Georgia,Grady,Conservative,1
Oklahoma,Grady,Conservative,1
New Hampshire,Grafton,Conservative,1
Arizona,Graham,Conservative,1
Kansas,Graham,Conservative,1
North Carolina,Graham,Conservative,1
Tennessee,Grainger,Conservative,1
Colorado,Grand,Conservative,1
North Dakota,Grand Forks,Conservative,1
Vermont,Grand Isle,Conservative,1
Michigan,Grand Traverse,Conservative,1
Utah,Grand,Conservative,1
Montana,Granite,Conservative,1
Arkansas,Grant,Conservative,1
Indiana,Grant,Conservative,1
Kansas,Grant,Conservative,1
Kentucky,Grant,Conservative,1
Louisiana,Grant,Conservative,1
Minnesota,Grant,Conservative,1
North Dakota,Grant,Conservative,1
Nebraska,Grant,Conservative,1
New Mexico,Grant,Conservative,1
Oklahoma,Grant,Conservative,1
Oregon,Grant,Conservative,1
South Dakota,Grant,Conservative,1
Washington,Grant,Conservative,1
Wisconsin,Grant,Conservative,1
West Virginia,Grant,Conservative,1
North Carolina,Granville,Conservative,1
Michigan,Gratiot,Conservative,1
Kentucky,Graves,Conservative,1
Kansas,Gray,Conservative,1
Texas,Gray,Conservative,1
Washington,Grays Harbor,Conservative,1
Kentucky,Grayson,Conservative,1
Texas,Grayson,Conservative,1
Virginia,Grayson,Conservative,1
Kansas,Greeley,Conservative,1
Nebraska,Greeley,Conservative,1
Kentucky,Green,Conservative,1
Wisconsin,Green Lake,Conservative,1
Wisconsin,Green,Conservative,1
West Virginia,Greenbrier,Conservative,1
Alabama,Greene,Conservative,1
Arkansas,Greene,Conservative,1
Georgia,Greene,Conservative,1
Iowa,Greene,Conservative,1
Illinois,Greene,Conservative,1
Indiana,Greene,Conservative,1
Missouri,Greene,Conservative,1
Mississippi,Greene,Conservative,1
North Carolina,Greene,Conservative,1
New York,Greene,Conservative,1
Ohio,Greene,Conservative,1
Pennsylvania,Greene,Conservative,1
Tennessee,Greene,Conservative,1
Virginia,Greene,Conservative,1
Arizona,Greenlee,Conservative,1
Virginia,Greensville,Conservative,1
Kentucky,Greenup,Conservative,1
South Carolina,Greenville,Conservative,1
Kansas,Greenwood,Conservative,1
South Carolina,Greenwood,Conservative,1
Oklahoma,Greer,Conservative,1
Texas,Gregg,Conservative,1
South Dakota,Gregory,Conservative,1
Mississippi,Grenada,Conservative,1
North Dakota,Griggs,Conservative,1
Texas,Grimes,Conservative,1
Iowa,Grundy,Conservative,1
Illinois,Grundy,Conservative,1
Missouri,Grundy,Conservative,1
Tennessee,Grundy,Conservative,1
New Mexico,Guadalupe,Conservative,1
Texas,Guadalupe,Conservative,1
Ohio,Guernsey,Conservative,1
North Carolina,Guilford,Conservative,1
Florida,Gulf,Conservative,1
Colorado,Gunnison,Conservative,1
Iowa,Guthrie,Conservative,1
Georgia,Gwinnett,Conservative,1
South Dakota,Haakon,Conservative,1
Georgia,Habersham,Conservative,1
Alabama,Hale,Conservative,1
Texas,Hale,Conservative,1
North Carolina,Halifax,Conservative,1
Virginia,Halifax,Conservative,1
Georgia,Hall,Conservative,1
Nebraska,Hall,Conservative,1
Texas,Hall,Conservative,1
Tennessee,Hamblen,Conservative,1
Florida,Hamilton,Conservative,1
Iowa,Hamilton,Conservative,1
Illinois,Hamilton,Conservative,1
Indiana,Hamilton,Conservative,1
Kansas,Hamilton,Conservative,1
Nebraska,Hamilton,Conservative,1
New York,Hamilton,Conservative,1
Ohio,Hamilton,Conservative,1
Tennessee,Hamilton,Conservative,1
Texas,Hamilton,Conservative,1
South Dakota,Hamlin,Conservative,1
Massachusetts,Hampden,Conservative,1
Massachusetts,Hampshire,Conservative,1
West Virginia,Hampshire,Conservative,1
South Carolina,Hampton,Conservative,1
Georgia,Hancock,Conservative,1
Iowa,Hancock,Conservative,1
Illinois,Hancock,Conservative,1
Indiana,Hancock,Conservative,1
Kentucky,Hancock,Conservative,1
Maine,Hancock,Conservative,1
Mississippi,Hancock,Conservative,1
Ohio,Hancock,Conservative,1
Tennessee,Hancock,Conservative,1
West Virginia,Hancock,Conservative,1
South Dakota,Hand,Conservative,1
Virginia,Hanover,Conservative,1
Texas,Hansford,Conservative,1
South Dakota,Hanson,Conservative,1
Georgia,Haralson,Conservative,1
Florida,Hardee,Conservative,1
Tennessee,Hardeman,Conservative,1
Texas,Hardeman,Conservative,1
Iowa,Hardin,Conservative,1
Illinois,Hardin,Conservative,1
Kentucky,Hardin,Conservative,1
Ohio,Hardin,Conservative,1
Tennessee,Hardin,Conservative,1
Texas,Hardin,Conservative,1
New Mexico,Harding,Conservative,1
South Dakota,Harding,Conservative,1
West Virginia,Hardy,Conservative,1
Maryland,Harford,Conservative,1
Kentucky,Harlan,Conservative,1
Nebraska,Harlan,Conservative,1
Oklahoma,Harmon,Conservative,1
North Carolina,Harnett,Conservative,1
Oregon,Harney,Conservative,1
Kansas,Harper,Conservative,1
Oklahoma,Harper,Conservative,1
Georgia,Harris,Conservative,1
Texas,Harris,Conservative,1
Iowa,Harrison,Conservative,1
Indiana,Harrison,Conservative,1
Kentucky,Harrison,Conservative,1
Missouri,Harrison,Conservative,1
Mississippi,Harrison,Conservative,1
Ohio,Harrison,Conservative,1
Texas,Harrison,Conservative,1
West Virginia,Harrison,Conservative,1
Georgia,Hart,Conservative,1
Kentucky,Hart,Conservative,1
Connecticut,Hartford,Conservative,1
Texas,Hartley,Conservative,1
Kansas,Harvey,Conservative,1
Kansas,Haskell,Conservative,1
Oklahoma,Haskell,Conservative,1
Texas,Haskell,Conservative,1
Tennessee,Hawkins,Conservative,1
Nebraska,Hayes,Conservative,1
Texas,Hays,Conservative,1
North Carolina,Haywood,Conservative,1
Tennessee,Haywood,Conservative,1
Georgia,Heard,Conservative,1
Texas,Hemphill,Conservative,1
Arkansas,Hempstead,Conservative,1
Illinois,Henderson,Conservative,1
Kentucky,Henderson,Conservative,1
North Carolina,Henderson,Conservative,1
Tennessee,Henderson,Conservative,1
Texas,Henderson,Conservative,1
Indiana,Hendricks,Conservative,1
Florida,Hendry,Conservative,1
Minnesota,Hennepin,Conservative,1
Virginia,Henrico,Conservative,1
Alabama,Henry,Conservative,1
Georgia,Henry,Conservative,1
Iowa,Henry,Conservative,1
Illinois,Henry,Conservative,1
Indiana,Henry,Conservative,1
Kentucky,Henry,Conservative,1
Missouri,Henry,Conservative,1
Ohio,Henry,Conservative,1
Tennessee,Henry,Conservative,1
Virginia,Henry,Conservative,1
New York,Herkimer,Conservative,1
Florida,Hernando,Conservative,1
North Carolina,Hertford,Conservative,1
North Dakota,Hettinger,Conservative,1
Kentucky,Hickman,Conservative,1
Tennessee,Hickman,Conservative,1
Missouri,Hickory,Conservative,1
New Mexico,Hidalgo,Conservative,1
Texas,Hidalgo,Conservative,1
Ohio,Highland,Conservative,1
Virginia,Highland,Conservative,1
Florida,Highlands,Conservative,1
Montana,Hill,Conservative,1
Texas,Hill,Conservative,1
Florida,Hillsborough,Conservative,1
New Hampshire,Hillsborough,Conservative,1
Michigan,Hillsdale,Conservative,1
Mississippi,Hinds,Conservative,1
Colorado,Hinsdale,Conservative,1
Nebraska,Hitchcock,Conservative,1
Ohio,Hocking,Conservative,1
Texas,Hockley,Conservative,1
Kansas,Hodgeman,Conservative,1
North Carolina,Hoke,Conservative,1
Florida,Holmes,Conservative,1
Mississippi,Holmes,Conservative,1
Ohio,Holmes,Conservative,1
Missouri,Holt,Conservative,1
Nebraska,Holt,Conservative,1
Oregon,Hood River,Conservative,1
Texas,Hood,Conservative,1
Nebraska,Hooker,Conservative,1
Kentucky,Hopkins,Conservative,1
Texas,Hopkins,Conservative,1
South Carolina,Horry,Conservative,1
Arkansas,Hot Spring,Conservative,1
Wyoming,Hot Springs,Conservative,1
Michigan,Houghton,Conservative,1
Alabama,Houston,Conservative,1
Georgia,Houston,Conservative,1
Minnesota,Houston,Conservative,1
Tennessee,Houston,Conservative,1
Texas,Houston,Conservative,1
Arkansas,Howard,Conservative,1
Iowa,Howard,Conservative,1
Indiana,Howard,Conservative,1
Maryland,Howard,Conservative,1
Missouri,Howard,Conservative,1
Nebraska,Howard,Conservative,1
Texas,Howard,Conservative,1
Missouri,Howell,Conservative,1
Minnesota,Hubbard,Conservative,1
New Jersey,Hudson,Conservative,1
Texas,Hudspeth,Conservative,1
Colorado,Huerfano,Conservative,1
Oklahoma,Hughes,Conservative,1
South Dakota,Hughes,Conservative,1
California,Humboldt,Conservative,1
Iowa,Humboldt,Conservative,1
Nevada,Humboldt,Conservative,1
Mississippi,Humphreys,Conservative,1
Tennessee,Humphreys,Conservative,1
Texas,Hunt,Conservative,1
New Jersey,Hunterdon,Conservative,1
Pennsylvania,Huntingdon,Conservative,1
Indiana,Huntington,Conservative,1
Michigan,Huron,Conservative,1
Ohio,Huron,Conservative,1
South Dakota,Hutchinson,Conservative,1
Texas,Hutchinson,Conservative,1
North Carolina,Hyde,Conservative,1
South Dakota,Hyde,Conservative,1
Louisiana,Iberia,Conservative,1
Louisiana,Iberville,Conservative,1
Iowa,Ida,Conservative,1
Idaho,Idaho,Conservative,1
California,Imperial,Conservative,1
Arkansas,Independence,Conservative,1
Florida,Indian River,Conservative,1
Pennsylvania,Indiana,Conservative,1
Michigan,Ingham,Conservative,1
California,Inyo,Conservative,1
Michigan,Ionia,Conservative,1
Michigan,Iosco,Conservative,1
Iowa,Iowa,Conservative,1
Wisconsin,Iowa,Conservative,1
North Carolina,Iredell,Conservative,1
Texas,Irion,Conservative,1
Michigan,Iron,Conservative,1
Missouri,Iron,Conservative,1
Utah,Iron,Conservative,1
Wisconsin,Iron,Conservative,1
Illinois,Iroquois,Conservative,1
Georgia,Irwin,Conservative,1
Michigan,Isabella,Conservative,1
Minnesota,Isanti,Conservative,1
Washington,Island,Conservative,1
Virginia,Isle Of Wight,Conservative,1
Mississippi,Issaquena,Conservative,1
Minnesota,Itasca,Conservative,1
Mississippi,Itawamba,Conservative,1
Arkansas,Izard,Conservative,1
Texas,Jack,Conservative,1
Alabama,Jackson,Conservative,1
Arkansas,Jackson,Conservative,1
Colorado,Jackson,Conservative,1
Florida,Jackson,Conservative,1
Georgia,Jackson,Conservative,1
Iowa,Jackson,Conservative,1
Illinois,Jackson,Conservative,1
Indiana,Jackson,Conservative,1
Kansas,Jackson,Conservative,1
Kentucky,Jackson,Conservative,1
Louisiana,Jackson,Conservative,1
Michigan,Jackson,Conservative,1
Minnesota,Jackson,Conservative,1
Missouri,Jackson,Conservative,1
Mississippi,Jackson,Conservative,1
North Carolina,Jackson,Conservative,1
Ohio,Jackson,Conservative,1
Oklahoma,Jackson,Conservative,1
Oregon,Jackson,Conservative,1
South Dakota,Jackson,Conservative,1
Tennessee,Jackson,Conservative,1
Texas,Jackson,Conservative,1
Wisconsin,Jackson,Conservative,1
West Virginia,Jackson,Conservative,1
Virginia,James City,Conservative,1
Georgia,Jasper,Conservative,1
Iowa,Jasper,Conservative,1
Illinois,Jasper,Conservative,1
Indiana,Jasper,Conservative,1
Missouri,Jasper,Conservative,1
Mississippi,Jasper,Conservative,1
South Carolina,Jasper,Conservative,1
Texas,Jasper,Conservative,1
Indiana,Jay,Conservative,1
Georgia,Jeff Davis,Conservative,1
Texas,Jeff Davis,Conservative,1
Alabama,Jefferson,Conservative,1
Arkansas,Jefferson,Conservative,1
Colorado,Jefferson,Conservative,1
Louisiana,Jefferson Davis,Conservative,1
Mississippi,Jefferson Davis,Conservative,1
Florida,Jefferson,Conservative,1
Georgia,Jefferson,Conservative,1
Iowa,Jefferson,Conservative,1
Idaho,Jefferson,Conservative,1
Illinois,Jefferson,Conservative,1
Indiana,Jefferson,Conservative,1
Kansas,Jefferson,Conservative,1
Kentucky,Jefferson,Conservative,1
Louisiana,Jefferson,Conservative,1
Missouri,Jefferson,Conservative,1
Mississippi,Jefferson,Conservative,1
Montana,Jefferson,Conservative,1
Nebraska,Jefferson,Conservative,1
New York,Jefferson,Conservative,1
Ohio,Jefferson,Conservative,1
Oklahoma,Jefferson,Conservative,1
Oregon,Jefferson,Conservative,1
Pennsylvania,Jefferson,Conservative,1
Tennessee,Jefferson,Conservative,1
Texas,Jefferson,Conservative,1
Washington,Jefferson,Conservative,1
Wisconsin,Jefferson,Conservative,1
West Virginia,Jefferson,Conservative,1
Georgia,Jenkins,Conservative,1
Indiana,Jennings,Conservative,1
South Dakota,Jerauld,Conservative,1
Idaho,Jerome,Conservative,1
Illinois,Jersey,Conservative,1
Kentucky,Jessamine,Conservative,1
Kansas,Jewell,Conservative,1
Texas,Jim Hogg,Conservative,1
Texas,Jim Wells,Conservative,1
Illinois,Jo Daviess,Conservative,1
Arkansas,Johnson,Conservative,1
Georgia,Johnson,Conservative,1
Iowa,Johnson,Conservative,1
Illinois,Johnson,Conservative,1
Indiana,Johnson,Conservative,1
Kansas,Johnson,Conservative,1
Kentucky,Johnson,Conservative,1
Missouri,Johnson,Conservative,1
